order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000801,CUST0184,PROD037,1,133717.22,completed,Debit Card,Jaipur,2026-05-05 15:22:00
ORD000802,CUST0200,PROD024,1,116891.02,completed,Net Banking,Kolkata,2026-05-05 15:06:00
ORD000803,CUST0034,PROD031,1,85551.88,completed,UPI,Pune,2026-05-05 21:05:00
ORD000804,CUST0068,PROD038,1,155985.9,completed,Debit Card,Ahmedabad,2026-05-05 20:37:00
ORD000805,CUST0037,PROD033,3,494815.13,completed,Debit Card,Bangalore,2026-05-05 23:46:00
ORD000806,CUST0192,PROD011,1,95197.23,failed,Credit Card,Delhi,2026-05-05 11:44:00
ORD000807,CUST0011,PROD034,1,114780.76,completed,Credit Card,Hyderabad,2026-05-05 21:07:00
ORD000808,CUST0037,PROD010,1,6566.61,pending,Debit Card,Mumbai,2026-05-05 19:19:00
ORD000809,CUST0190,PROD032,1,37431.53,completed,EMI,Pune,2026-05-05 17:56:00
ORD000810,CUST0080,PROD037,1,96753.59,completed,Credit Card,Kolkata,2026-05-05 10:55:00
ORD000811,CUST0196,PROD009,1,121535.84,completed,Debit Card,Ahmedabad,2026-05-05 23:53:00
ORD000812,CUST0160,PROD043,2,131434.73,completed,Debit Card,Chennai,2026-05-05 22:09:00
ORD000813,CUST0114,PROD048,1,191657.78,completed,UPI,Bangalore,2026-05-05 20:21:00
ORD000814,CUST0080,PROD036,1,154547.2,completed,EMI,Delhi,2026-05-05 08:36:00
ORD000815,CUST0146,PROD034,1,151765.18,completed,Debit Card,Jaipur,2026-05-05 14:39:00
ORD000816,CUST0005,PROD018,1,106839.56,pending,Net Banking,Surat,2026-05-05 08:07:00
ORD000817,CUST0103,PROD038,2,243527.43,completed,UPI,Pune,2026-05-05 22:05:00
ORD000818,CUST0082,PROD025,1,172069.89,completed,UPI,Delhi,2026-05-05 21:11:00
ORD000819,CUST0023,PROD010,1,51854.61,completed,Debit Card,Bangalore,2026-05-05 13:18:00
ORD000820,CUST0183,PROD004,3,111327.87,completed,UPI,Pune,2026-05-05 09:39:00
ORD000821,CUST0031,PROD004,2,104656.36,completed,EMI,Surat,2026-05-05 12:26:00
ORD000822,CUST0030,PROD018,1,101379.33,completed,Debit Card,Jaipur,2026-05-05 15:31:00
ORD000823,CUST0060,PROD002,1,82090.67,completed,EMI,Delhi,2026-05-05 21:04:00
ORD000824,CUST0078,PROD037,1,157257.41,completed,UPI,Jaipur,2026-05-05 15:48:00
ORD000825,CUST0044,PROD051,3,225861.34,completed,Debit Card,Jaipur,2026-05-05 14:50:00
ORD000826,CUST0159,PROD019,1,93465.22,completed,Net Banking,Mumbai,2026-05-05 22:02:00
ORD000827,CUST0065,PROD044,2,110773.12,completed,Credit Card,Chennai,2026-05-05 09:59:00
ORD000828,CUST0018,PROD020,1,107283.3,completed,UPI,Bangalore,2026-05-05 17:02:00
ORD000829,CUST0082,PROD044,1,122478.23,failed,Credit Card,Ahmedabad,2026-05-05 16:56:00
ORD000830,CUST0054,PROD030,1,65005.33,returned,Credit Card,Mumbai,2026-05-05 16:15:00
ORD000831,CUST0002,PROD001,2,244296.34,completed,Debit Card,Jaipur,2026-05-05 12:41:00
ORD000832,CUST0167,PROD042,1,17147.69,completed,UPI,Ahmedabad,2026-05-05 23:48:00
ORD000833,CUST0154,PROD023,3,227694.87,completed,UPI,Delhi,2026-05-05 11:22:00
ORD000834,CUST0057,PROD048,2,178940.8,completed,Credit Card,Pune,2026-05-05 22:23:00
ORD000835,CUST0184,PROD015,2,250843.4,completed,Debit Card,Pune,2026-05-05 14:05:00
ORD000836,CUST0156,PROD014,1,141105.2,completed,Debit Card,Delhi,2026-05-05 09:17:00
ORD000837,CUST0050,PROD043,1,34924.11,completed,EMI,Surat,2026-05-05 16:36:00
ORD000838,CUST0033,PROD017,1,149448.46,failed,Net Banking,Jaipur,2026-05-05 13:04:00
ORD000839,CUST0178,PROD044,2,11198.81,completed,Credit Card,Jaipur,2026-05-05 16:12:00
ORD000840,CUST0167,PROD004,2,257103.86,pending,Credit Card,Kolkata,2026-05-05 22:00:00
ORD000841,CUST0127,PROD024,1,104140.28,completed,UPI,Chennai,2026-05-05 21:17:00
ORD000842,CUST0081,PROD001,2,213898.36,completed,Credit Card,Delhi,2026-05-05 09:17:00
ORD000843,CUST0020,PROD016,1,138219.93,completed,Credit Card,Hyderabad,2026-05-05 08:47:00
ORD000844,CUST0111,PROD002,1,6545.71,completed,Credit Card,Hyderabad,2026-05-05 10:40:00
ORD000845,CUST0014,PROD022,1,191801.69,completed,Net Banking,Delhi,2026-05-05 15:06:00
ORD000846,CUST0032,PROD006,1,89844.23,returned,UPI,Kolkata,2026-05-05 22:48:00
ORD000847,CUST0033,PROD004,2,27879.36,failed,Debit Card,Mumbai,2026-05-05 18:56:00
ORD000848,CUST0174,PROD004,1,14091.33,completed,Credit Card,Kolkata,2026-05-05 17:39:00
ORD000849,CUST0154,PROD051,1,82809.9,completed,UPI,Ahmedabad,2026-05-05 20:06:00
ORD000850,CUST0159,PROD007,1,176107.58,completed,UPI,Ahmedabad,2026-05-05 20:29:00
ORD000851,CUST0153,PROD046,1,21434.34,completed,Net Banking,Surat,2026-05-05 18:37:00
ORD000852,CUST0124,PROD047,1,71722.21,completed,Net Banking,Chennai,2026-05-05 12:40:00
ORD000853,CUST0150,PROD028,1,26407.6,completed,Credit Card,Hyderabad,2026-05-05 12:51:00
ORD000854,CUST0075,PROD024,1,121062.17,returned,EMI,Surat,2026-05-05 12:09:00
ORD000855,CUST0144,PROD004,1,164017.39,completed,Net Banking,Chennai,2026-05-05 12:03:00
ORD000856,CUST0122,PROD045,1,38680.95,completed,Debit Card,Surat,2026-05-05 14:50:00
ORD000857,CUST0158,PROD020,1,192649.88,completed,Net Banking,Delhi,2026-05-05 18:54:00
ORD000858,CUST0057,PROD001,1,9395.28,completed,Net Banking,Ahmedabad,2026-05-05 22:56:00
ORD000859,CUST0085,PROD048,1,153901.1,completed,Debit Card,Bangalore,2026-05-05 14:15:00
ORD000860,CUST0143,PROD008,1,72218.8,completed,Debit Card,Chennai,2026-05-05 08:23:00
ORD000861,CUST0073,PROD012,3,121873.95,completed,Credit Card,Bangalore,2026-05-05 19:02:00
ORD000862,CUST0006,PROD012,1,36528.92,pending,UPI,Mumbai,2026-05-05 18:54:00
ORD000863,CUST0087,PROD014,1,177117.18,completed,Net Banking,Pune,2026-05-05 12:24:00
ORD000864,CUST0160,PROD028,1,105857.95,pending,UPI,Delhi,2026-05-05 19:42:00
ORD000865,CUST0050,PROD035,2,318369.04,completed,Credit Card,Pune,2026-05-05 12:56:00
ORD000866,CUST0158,PROD038,1,10191.89,completed,EMI,Hyderabad,2026-05-05 21:40:00
ORD000867,CUST0072,PROD009,1,126262.0,pending,EMI,Ahmedabad,2026-05-05 12:20:00
ORD000868,CUST0170,PROD040,1,94662.26,completed,EMI,Kolkata,2026-05-05 14:46:00
ORD000869,CUST0183,PROD024,1,36619.88,completed,Debit Card,Ahmedabad,2026-05-05 19:31:00
ORD000870,CUST0150,PROD042,1,127982.65,completed,Net Banking,Chennai,2026-05-05 23:17:00
ORD000871,CUST0109,PROD025,1,44499.37,completed,Credit Card,Hyderabad,2026-05-05 22:55:00
ORD000872,CUST0133,PROD023,1,59713.85,completed,UPI,Ahmedabad,2026-05-05 10:08:00
ORD000873,CUST0095,PROD032,1,87068.06,completed,Debit Card,Mumbai,2026-05-05 18:27:00
ORD000874,CUST0092,PROD006,1,129425.26,completed,EMI,Jaipur,2026-05-05 13:28:00
ORD000875,CUST0031,PROD005,1,46319.8,completed,EMI,Chennai,2026-05-05 10:50:00
ORD000876,CUST0191,PROD050,1,50753.95,completed,Credit Card,Chennai,2026-05-05 18:12:00
ORD000877,CUST0067,PROD001,1,148224.12,completed,Credit Card,Pune,2026-05-05 12:54:00
ORD000878,CUST0004,PROD031,2,303606.33,completed,Net Banking,Kolkata,2026-05-05 20:25:00
ORD000879,CUST0060,PROD034,1,42764.34,completed,EMI,Ahmedabad,2026-05-05 15:14:00
ORD000880,CUST0049,PROD028,1,63301.2,completed,Debit Card,Chennai,2026-05-05 22:21:00
ORD000881,CUST0036,PROD037,2,13979.48,pending,Credit Card,Mumbai,2026-05-05 22:28:00
ORD000882,CUST0058,PROD027,1,71577.18,completed,Debit Card,Jaipur,2026-05-05 23:51:00
ORD000883,CUST0009,PROD009,1,113947.48,completed,Credit Card,Surat,2026-05-05 17:20:00
ORD000884,CUST0137,PROD025,1,78735.98,completed,UPI,Pune,2026-05-05 20:24:00
ORD000885,CUST0027,PROD044,2,39108.31,completed,UPI,Surat,2026-05-05 22:40:00
ORD000886,CUST0099,PROD019,1,14827.79,completed,Credit Card,Jaipur,2026-05-05 23:01:00
ORD000887,CUST0044,PROD021,1,104187.32,pending,Debit Card,Kolkata,2026-05-05 10:29:00
ORD000888,CUST0191,PROD005,1,84263.65,completed,Net Banking,Bangalore,2026-05-05 13:07:00
ORD000889,CUST0122,PROD011,1,142224.36,completed,Credit Card,Surat,2026-05-05 14:19:00
ORD000890,CUST0052,PROD001,1,92331.79,returned,Debit Card,Delhi,2026-05-05 14:32:00
ORD000891,CUST0146,PROD032,2,211289.94,completed,EMI,Mumbai,2026-05-05 20:38:00
ORD000892,CUST0089,PROD045,1,183860.2,pending,Credit Card,Kolkata,2026-05-05 10:18:00
ORD000893,CUST0188,PROD028,1,180092.86,completed,Net Banking,Surat,2026-05-05 13:26:00
ORD000894,CUST0041,PROD018,1,9688.27,failed,EMI,Hyderabad,2026-05-05 11:25:00
ORD000895,CUST0127,PROD027,1,180544.61,returned,EMI,Delhi,2026-05-05 10:44:00
ORD000896,CUST0200,PROD021,1,101374.08,completed,Net Banking,Hyderabad,2026-05-05 19:04:00
ORD000897,CUST0164,PROD045,1,6315.88,completed,Debit Card,Kolkata,2026-05-05 14:32:00
ORD000898,CUST0010,PROD001,1,39685.51,completed,Net Banking,Pune,2026-05-05 18:47:00
ORD000899,CUST0169,PROD016,1,17426.26,completed,Debit Card,Bangalore,2026-05-05 22:31:00
ORD000900,CUST0005,PROD039,1,33111.1,completed,Credit Card,Delhi,2026-05-05 23:52:00
ORD000901,CUST0174,PROD018,1,152953.98,completed,Credit Card,Bangalore,2026-05-05 20:10:00
ORD000902,CUST0056,PROD029,1,135333.46,completed,EMI,Delhi,2026-05-05 14:45:00
ORD000903,CUST0002,PROD004,1,11429.69,completed,Net Banking,Chennai,2026-05-05 20:44:00
ORD000904,CUST0108,PROD002,1,19184.99,returned,Credit Card,Chennai,2026-05-05 19:58:00
ORD000905,CUST0171,PROD011,3,60669.4,completed,UPI,Kolkata,2026-05-05 10:14:00
ORD000906,CUST0049,PROD040,1,112848.33,completed,EMI,Kolkata,2026-05-05 11:52:00
ORD000907,CUST0083,PROD012,1,22070.28,completed,Credit Card,Mumbai,2026-05-05 21:07:00
ORD000908,CUST0072,PROD042,1,14136.31,completed,UPI,Delhi,2026-05-05 20:13:00
ORD000909,CUST0027,PROD046,1,120174.55,completed,EMI,Bangalore,2026-05-05 14:26:00
ORD000910,CUST0179,PROD025,1,196301.74,completed,Net Banking,Pune,2026-05-05 16:06:00
ORD000911,CUST0171,PROD031,1,137837.08,completed,UPI,Surat,2026-05-05 13:40:00
ORD000912,CUST0129,PROD038,1,148620.71,completed,UPI,Chennai,2026-05-05 22:24:00
ORD000913,CUST0061,PROD048,1,25686.3,completed,Net Banking,Surat,2026-05-05 08:39:00
ORD000914,CUST0052,PROD010,1,100246.07,completed,UPI,Chennai,2026-05-05 10:03:00
ORD000915,CUST0082,PROD042,2,55436.54,pending,UPI,Jaipur,2026-05-05 22:47:00
ORD000916,CUST0059,PROD047,2,300718.76,completed,Net Banking,Chennai,2026-05-05 21:41:00
ORD000917,CUST0176,PROD045,2,395373.73,completed,EMI,Kolkata,2026-05-05 09:58:00
ORD000918,CUST0126,PROD005,1,2201.5,returned,UPI,Bangalore,2026-05-05 18:11:00
ORD000919,CUST0053,PROD016,1,118933.09,completed,Debit Card,Ahmedabad,2026-05-05 14:08:00
