order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000401,CUST0179,PROD037,2,-363327.65,completed,Net Banking,Hyderabad,2026-05-03 19:37:00
ORD000402,CUST0073,PROD039,1,171951.46,pending,Debit Card,Hyderabad,2026-05-03 23:49:00
ORD000403,CUST0148,PROD034,1,158094.86,completed,UPI,Kolkata,2026-05-03 14:00:00
ORD000404,CUST0028,PROD010,2,164719.16,completed,EMI,Hyderabad,2026-05-03 14:44:00
ORD000405,CUST0157,PROD018,1,113368.94,returned,Debit Card,Chennai,2026-05-03 16:54:00
ORD000406,CUST0095,PROD036,1,97010.57,completed,Credit Card,Hyderabad,2026-05-03 21:35:00
ORD000407,CUST0169,PROD008,1,147420.44,completed,Debit Card,Bangalore,2026-05-03 19:49:00
ORD000408,CUST0141,PROD040,1,157429.93,completed,UPI,Bangalore,2026-05-03 11:13:00
ORD000409,CUST0038,PROD031,1,19125.72,failed,Debit Card,Delhi,2026-05-03 20:40:00
ORD000410,CUST0010,PROD047,1,16926.99,completed,Debit Card,Surat,2026-05-03 10:16:00
ORD000411,CUST0199,PROD012,3,37302.6,completed,Debit Card,Mumbai,2026-05-03 17:45:00
ORD000412,CUST0074,PROD013,1,160977.88,completed,EMI,Jaipur,2026-05-03 14:54:00
ORD000413,CUST0062,PROD042,1,8175.2,completed,Net Banking,Delhi,2026-05-03 15:39:00
ORD000414,CUST0104,PROD038,1,134262.42,completed,UPI,Delhi,2026-05-03 16:49:00
ORD000415,CUST0150,PROD023,0,166123.03,completed,Credit Card,Chennai,2026-05-03 10:35:00
ORD000416,CUST0067,PROD012,2,230812.03,completed,UPI,Jaipur,2026-05-03 14:29:00
ORD000417,CUST0132,PROD017,1,189456.02,pending,EMI,Hyderabad,2026-05-03 10:32:00
ORD000418,CUST0194,PROD022,1,154223.24,returned,Debit Card,Ahmedabad,2026-05-03 22:24:00
ORD000419,CUST0163,PROD051,1,14442.37,returned,Net Banking,Pune,2026-05-03 08:30:00
